"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"110","@NBA @utahjazz @NBAonTNT Let do this!! #TakeNote",FALSE,0,"NBA",2018-05-06 22:35:00,FALSE,"993243067850280960","993257854411857920","19923144","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pedalfastersue",0,FALSE,FALSE,NA,NA
"111","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:34:42,FALSE,NA,"993257777006022656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Francodag4",2642,TRUE,FALSE,NA,NA
"112","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:34:38,FALSE,NA,"993257759155027968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThatKetzyKid",2642,TRUE,FALSE,NA,NA
"113","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:34:22,FALSE,NA,"993257691542904832",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","emeshing",2642,TRUE,FALSE,NA,NA
"114","RT @NBA: Looking to even the series 2-2 with a W, the @utahjazz arrive for Game 4 (8pm/et @NBAonTNT). #TakeNote https://t.co/MhwvtQUQIZ",FALSE,0,NA,2018-05-06 22:34:12,FALSE,NA,"993257652561039360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Khalil_Hoops14",111,TRUE,FALSE,NA,NA
"115","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:34:04,FALSE,NA,"993257618104881152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Carlostendero55",2642,TRUE,FALSE,NA,NA
"116","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:33:51,FALSE,NA,"993257563251757056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ale_Company",2642,TRUE,FALSE,NA,NA
"117","Dear Basketball Gods, can we please have this story:

@utahjazz lose tonight, go down 3-1.  @rickyrubio9 returns fo… https://t.co/Uw1YZUR93i",FALSE,1,NA,2018-05-06 22:33:34,TRUE,NA,"993257490518175744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cphilits",0,FALSE,FALSE,NA,NA
"118","#SundayFunday is @HoustonRockets stomping the @utahjazz",FALSE,0,NA,2018-05-06 22:33:34,FALSE,NA,"993257489733947394",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","charliebobo4",0,FALSE,FALSE,NA,NA
"119","RT @TurnerSportsPR: #NBAPlayoffs action continues tonight at 7:30p/ET on TNT as @HoustonRockets travel to @utahjazz in search of a 3rd win…",FALSE,0,NA,2018-05-06 22:33:26,FALSE,NA,"993257457433575426",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CaffreyEj",1,TRUE,FALSE,NA,NA
"120","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:32:28,FALSE,NA,"993257213367144448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","karc09",2642,TRUE,FALSE,NA,NA
"121","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:32:25,FALSE,NA,"993257203548160000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rober8carvajal",2642,TRUE,FALSE,NA,NA
