"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"810","@DanielFisher @sixers @BillSimmons It‚Äôs @BenSimmons25",FALSE,0,"DanielFisher",2018-05-06 19:50:15,FALSE,"992933075146358784","993216392802418688","16095723","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","utefn_9",0,FALSE,FALSE,NA,NA
"811","RT @stephenasmith: Watching these @celtics, I feel like a damn idiot. They are just loaded with players with multi-dimensional skills. Wish‚Ä¶",FALSE,0,NA,2018-05-06 19:50:06,FALSE,NA,"993216352310693891",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","APedota21",1549,TRUE,FALSE,NA,NA
"812","RT @stephenasmith: Watching these @celtics, I feel like a damn idiot. They are just loaded with players with multi-dimensional skills. Wish‚Ä¶",FALSE,0,NA,2018-05-06 19:50:04,FALSE,NA,"993216347361480704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ervinervin12",1549,TRUE,FALSE,NA,NA
"813","RT @NBA: Ben Simmons dishes &amp; Joel Embiid DELIVERS! Ì†ΩÌ±ÄÌ†ΩÌ¥®Ì†ΩÌ∏§

12 straight points for the @sixers!

#PhilaUnite https://t.co/gCCVNEtJ54",FALSE,0,NA,2018-05-06 19:49:46,FALSE,NA,"993216271457005568",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kbreitman27",3763,TRUE,FALSE,NA,NA
"814","RT @jburczewski: @sixers @brianseltzer Robert Covington is the most overrated and might honestly be the worst offensive player in the NBA.‚Ä¶",FALSE,0,NA,2018-05-06 19:49:16,FALSE,NA,"993216143644155905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dmalychok12",1,TRUE,FALSE,NA,NA
"815","RT @sixers: .@marcobelinelli talks about remaining focused heading into tomorrow‚Äôs Game 4 vs Boston.

#PhilaUnite x #HereTheyCome https://t‚Ä¶",FALSE,0,NA,2018-05-06 19:49:12,FALSE,NA,"993216129362481152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ohomuahy",39,TRUE,FALSE,NA,NA
"816","RT @sixers: VIEWER DISCRETION IS ADVISED https://t.co/AWpNJuTaPo",FALSE,0,NA,2018-05-06 19:49:03,FALSE,NA,"993216091739566083",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","byle30",4558,TRUE,FALSE,NA,NA
"817","@Prophecy_YEC @sixers @BenSimmons25 Sorry, Brett Brown didn't shot the ball well or I forgot if he had no jump shot.",FALSE,0,"Prophecy_YEC",2018-05-06 19:49:03,FALSE,"993200510093099009","993216090091216896","472270421","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CliftonStJuste",0,FALSE,FALSE,NA,NA
"818","Let's go @sixers https://t.co/8NVCmboDvT",FALSE,19,NA,2018-05-06 19:49:00,FALSE,NA,"993216075646033928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Thunderdunk53",4,FALSE,FALSE,NA,NA
"819","RT @NBA: Ì†ΩÌ±Ä the TOP PLAYS down the stretch of @celtics &amp; @sixers OT thriller in Game 3! #NBAPlayoffs https://t.co/UGIrhYIjpW",FALSE,0,NA,2018-05-06 19:48:59,FALSE,NA,"993216071716036610",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RimzaMacMili",142,TRUE,FALSE,NA,NA
